   1.5344293318500928e+02	   2.2356298200514138e+02	
   1.5619585403529811e+02	   2.2321850899742930e+02	
   1.5894833250717608e+02	   2.2252956298200513e+02	
   1.6170125335746482e+02	   2.2218508997429302e+02	
   1.6410911904734465e+02	   2.2115167095115677e+02	
   1.6651654235881355e+02	   2.1977377892030844e+02	
   1.6892308091346104e+02	   2.1770694087403595e+02	
   1.7167334749328504e+02	   2.1529562982005140e+02	
   1.7270276205517197e+02	   2.1288431876606680e+02	
   1.7441919028900136e+02	   2.0943958868894600e+02	
   1.7544639295883437e+02	   2.0530591259640101e+02	
   1.7544019966108343e+02	   2.0048329048843183e+02	
   1.7543533349856483e+02	   1.9669408740359896e+02	
   1.7405511285692882e+02	   1.9393830334190230e+02	
   1.7301729310523712e+02	   1.8980462724935731e+02	
   1.6991533568884230e+02	   1.8635989717223646e+02	
   1.6681426302926900e+02	   1.8360411311053983e+02	
   1.6508942960563479e+02	   1.8050385604113109e+02	
   1.6095673049212078e+02	   1.7843701799485859e+02	
   1.5785654258936910e+02	   1.7637017994858610e+02	
   1.5475679706502817e+02	   1.7464781491002569e+02	
   1.5200299145791789e+02	   1.7430334190231360e+02	
   1.4924830109398599e+02	   1.7326992287917736e+02	
   1.4683910826887387e+02	   1.7326992287917736e+02	
   1.4477452822575998e+02	   1.7361439588688944e+02	
   1.4167743697188376e+02	   1.7395886889460152e+02	
   1.3823750244965245e+02	   1.7533676092544985e+02	
   1.3582919438136190e+02	   1.7602570694087402e+02	
   1.3376682623030192e+02	   1.7809254498714651e+02	
   1.3067238924689042e+02	   1.8050385604113109e+02	
   1.2895374912100709e+02	   1.8222622107969150e+02	
   1.2758016415553276e+02	   1.8463753213367607e+02	
   1.2724085991446391e+02	   1.8842673521850898e+02	
   1.2621321486622017e+02	   1.9221593830334189e+02	
   1.2621808102873877e+02	   1.9600514138817479e+02	
   1.2725501602360889e+02	   1.9944987146529559e+02	
   1.2760405258971493e+02	   2.0323907455012849e+02	
   1.2967305641693662e+02	   2.0633933161953726e+02	
   1.3139788984057085e+02	   2.0943958868894600e+02	
   1.3381150644979078e+02	   2.1288431876606680e+02	
   1.3622335354536756e+02	   2.1495115681233932e+02	
   1.3932442620494083e+02	   2.1770694087403595e+02	
   1.4173627330051761e+02	   2.1977377892030844e+02	
   1.4517974685003517e+02	   2.2115167095115677e+02	
   1.4827860761755448e+02	   2.2218508997429302e+02	
   1.5103285560307563e+02	   2.2287403598971721e+02	
