   2.0399661083380406e+02	   1.9290488431876605e+02	
   2.0674953168409286e+02	   1.9256041131105397e+02	
   2.0915739737397263e+02	   1.9152699228791772e+02	
   2.1225448862784881e+02	   1.9118251928020564e+02	
   2.1466235431772859e+02	   1.9014910025706939e+02	
   2.1741350565437423e+02	   1.8842673521850898e+02	
   2.1913214578025753e+02	   1.8670437017994857e+02	
   2.2188329711690318e+02	   1.8498200514138816e+02	
   2.2394566526796319e+02	   1.8291516709511566e+02	
   2.2531880785502671e+02	   1.8015938303341900e+02	
   2.2738073362767594e+02	   1.7774807197943443e+02	
   2.2840882105433039e+02	   1.7430334190231360e+02	
   2.2805934210981360e+02	   1.7016966580976862e+02	
   2.2736569276170937e+02	   1.6603598971722363e+02	
   2.2701754095242489e+02	   1.6293573264781489e+02	
   2.2529270752879063e+02	   1.5983547557840618e+02	
   2.2322326132315817e+02	   1.5639074550128532e+02	
   2.2149975503475625e+02	   1.5432390745501283e+02	
   2.2012041914994180e+02	   1.5225706940874034e+02	
   2.1770812967595427e+02	   1.4984575835475576e+02	
   2.1529672495878822e+02	   1.4812339331619535e+02	
   2.1288576262003298e+02	   1.4674550128534705e+02	
   2.0978645947410291e+02	   1.4536760925449869e+02	
   2.0703176911017098e+02	   1.4433419023136244e+02	
   2.0358962269588574e+02	   1.4398971722365036e+02	
   2.0014703390318979e+02	   1.4330077120822619e+02	
   1.9773739869966687e+02	   1.4295629820051411e+02	
   1.9429569466379240e+02	   1.4295629820051411e+02	
   1.9119948816673781e+02	   1.4398971722365036e+02	
   1.8844789445168135e+02	   1.4536760925449869e+02	
   1.8569718549344645e+02	   1.4743444730077118e+02	
   1.8329020456038830e+02	   1.4915681233933159e+02	
   1.8122827878773910e+02	   1.5156812339331617e+02	
   1.8019930660426300e+02	   1.5432390745501283e+02	
   1.7985911760637256e+02	   1.5742416452442157e+02	
   1.7986354139048038e+02	   1.6086889460154239e+02	
   1.7952379477100075e+02	   1.6431362467866325e+02	
   1.7987150420187444e+02	   1.6706940874035988e+02	
   1.8056382641474636e+02	   1.7016966580976862e+02	
   1.8160208854484884e+02	   1.7464781491002569e+02	
   1.8367286188571367e+02	   1.7912596401028276e+02	
   1.8574098095611373e+02	   1.8153727506426733e+02	
   1.8780998478333544e+02	   1.8463753213367607e+02	
   1.9022183187891227e+02	   1.8670437017994857e+02	
   1.9297873413489808e+02	   1.8946015424164523e+02	
   1.9538969647365326e+02	   1.9083804627249353e+02	
   1.9780110119081931e+02	   1.9256041131105397e+02	
   2.0124280522669378e+02	   1.9256041131105397e+02	
