   5.8478002121110812e+01	   2.4388688946015421e+02	
   6.0885867810990590e+01	   2.4285347043701799e+02	
   6.3293733500870346e+01	   2.4182005141388174e+02	
   6.5357428787162689e+01	   2.4078663239074550e+02	
   6.7764852098631650e+01	   2.3940874035989714e+02	
   6.9483934602925757e+01	   2.3803084832904881e+02	
   7.1546745132396509e+01	   2.3630848329048843e+02	
   7.3265385258279835e+01	   2.3458611825192799e+02	
   7.4640297358986501e+01	   2.3320822622107968e+02	
   7.6014767081282358e+01	   2.3148586118251927e+02	
   7.7388794425167447e+01	   2.2941902313624675e+02	
   7.8419093743875891e+01	   2.2769665809768637e+02	
   7.9104780280586084e+01	   2.2562982005141387e+02	
   8.0134637220883718e+01	   2.2356298200514138e+02	
   8.0818996622361581e+01	   2.2046272493573261e+02	
   8.1159627998662771e+01	   2.1770694087403595e+02	
   8.1501144131785551e+01	   2.1564010282776349e+02	
   8.1841775508086741e+01	   2.1288431876606680e+02	
   8.1837794102389722e+01	   2.0978406169665809e+02	
   8.1834697453514252e+01	   2.0737275064267351e+02	
   8.1831600804638782e+01	   2.0496143958868893e+02	
   8.1140163348588430e+01	   2.0255012853470436e+02	
   8.0792896296125505e+01	   2.0013881748071978e+02	
   8.0101016461664386e+01	   1.9738303341902312e+02	
   7.9754634166023024e+01	   1.9566066838046271e+02	
   7.9064081466794264e+01	   1.9393830334190230e+02	
   7.8716814414331338e+01	   1.9152699228791772e+02	
   7.7681206554693546e+01	   1.8911568123393315e+02	
   7.6300543534646735e+01	   1.8601542416452438e+02	
   7.5609106078596369e+01	   1.8360411311053983e+02	
   7.4573940597369372e+01	   1.8153727506426733e+02	
   7.3538332737731565e+01	   1.7912596401028276e+02	
   7.2158554474506332e+01	   1.7671465295629818e+02	
   7.0778776211281070e+01	   1.7430334190231360e+02	
   6.9055269922879191e+01	   1.7223650385604111e+02	
   6.7675934038064710e+01	   1.7016966580976862e+02	
   6.6296598153250244e+01	   1.6810282776349612e+02	
   6.4573091864848351e+01	   1.6603598971722363e+02	
   6.2849585576446444e+01	   1.6396915167095113e+02	
   6.1126521666455332e+01	   1.6224678663239072e+02	
   5.9403900134874981e+01	   1.6086889460154239e+02	
   5.7681278603294629e+01	   1.5949100257069409e+02	
   5.5270316264539410e+01	   1.5811311053984574e+02	
   5.3203966707782421e+01	   1.5707969151670952e+02	
   5.0449276343850507e+01	   1.5604627249357324e+02	
   4.7694585979918621e+01	   1.5501285347043702e+02	
   4.5284950776395718e+01	   1.5466838046272491e+02	
   4.2874873194462054e+01	   1.5397943444730075e+02	
   4.0465680369349947e+01	   1.5397943444730075e+02	
   3.8056487544237839e+01	   1.5397943444730075e+02	
   3.5647294719125732e+01	   1.5397943444730075e+02	
   3.2894373868836965e+01	   1.5432390745501283e+02	
   3.0829351447312295e+01	   1.5432390745501283e+02	
   2.8420158622200198e+01	   1.5432390745501283e+02	
   2.6699748982673746e+01	   1.5466838046272491e+02	
   2.3603984864029879e+01	   1.5604627249357324e+02	
   2.1540289577737560e+01	   1.5707969151670952e+02	
   2.0164935098620116e+01	   1.5811311053984574e+02	
   1.8445852594326027e+01	   1.5949100257069409e+02	
   1.6728097225264275e+01	   1.6190231362467864e+02	
   1.5354954638200748e+01	   1.6465809768637530e+02	
   1.3980927294315649e+01	   1.6672493573264779e+02	
   1.2607784707252124e+01	   1.6948071979434445e+02	
   1.1924310062595820e+01	   1.7326992287917736e+02	
   1.1240393039528749e+01	   1.7671465295629818e+02	
   1.0556476016461664e+01	   1.8015938303341900e+02	
   1.0559130286926349e+01	   1.8222622107969150e+02	
   1.0563554071034158e+01	   1.8567095115681232e+02	
   1.0911705880318630e+01	   1.8877120822622106e+02	
   1.0571516882428211e+01	   1.9187146529562980e+02	
   1.0575055909714456e+01	   1.9462724935732643e+02	
   1.1266935744175594e+01	   1.9738303341902312e+02	
   1.2302985982224167e+01	   2.0013881748071978e+02	
   1.3683206623860183e+01	   2.0289460154241644e+02	
   1.4374644079910542e+01	   2.0530591259640101e+02	
   1.5754422343135792e+01	   2.0771722365038559e+02	
   1.6101689395598687e+01	   2.1012853470437017e+02	
   1.7136854876825712e+01	   2.1219537275064263e+02	
   1.8172462736463505e+01	   2.1460668380462724e+02	
   1.9895969024865416e+01	   2.1667352185089973e+02	
   2.1275747288090656e+01	   2.1908483290488431e+02	
   2.2656410308137453e+01	   2.2218508997429302e+02	
   2.4379916596539370e+01	   2.2425192802056554e+02	
   2.6104307641762833e+01	   2.2700771208226220e+02	
   2.8860767519337838e+01	   2.2941902313624675e+02	
   3.0584273807739756e+01	   2.3148586118251927e+02	
   3.2995678524905770e+01	   2.3320822622107968e+02	
   3.5063355216895118e+01	   2.3527506426735215e+02	
   3.8162658362825226e+01	   2.3665295629820048e+02	
   4.0574947836812804e+01	   2.3906426735218506e+02	
   4.3330080579155478e+01	   2.4044215938303341e+02	
   4.5396872514323256e+01	   2.4182005141388174e+02	
   4.8840346063840840e+01	   2.4319794344473004e+02	
   5.1595036427772726e+01	   2.4423136246786629e+02	
   5.4348842034883042e+01	   2.4457583547557837e+02	
   5.6413422077996941e+01	   2.4423136246786629e+02	
